Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Campaign,Reactions,Comments,Shares,Ow.ly Clicks
2018-09-24 00:25:14,Eyewatch - Frankston Police Service Area,132629380243848_1084527568387353,https://www.facebook.com/132629380243848/posts/1084527568387353/,Photo,Police are appealing for public assistance to help locate missing man Troy Lourens. The 36 year old was last seen at his Frankston address on 23 September.  Police and family members have concerns for his welfare. Anyone who sights Troy is urged to contact Frankston Police Station on 03 9784 5555.,,,2,0,8,
2018-09-24 01:42:35,Eyewatch - Whittlesea Police Service Area,283867745385161_539992079772725,https://www.facebook.com/283867745385161/posts/539992079772725/,Photo,"Come along and join local police for coffeee and a chat next Saturday 29th September 2018 at the Whittlesea Deli Cafe, Church Street, Whittlesea from 11.00 a.m. - 12.00 p.m.",,,11,0,6,
2018-09-24 03:50:04,Eyewatch - Ballarat Police Service Area,103131960018479_773346162997052,https://www.facebook.com/103131960018479/posts/773346162997052/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,6,0,0,
2018-09-24 03:56:59,Eyewatch - Geelong Police Service Area,118579511604215_1653330168129134,https://www.facebook.com/118579511604215/posts/1653330168129134/,Photo,"NATIONAL POLICE REMEMBRANCE DAY SERVICE GEELONG  September 29th is National Police Remembrance Day, with services being held across the state to commemorate police officers who have made the ultimate sacrifice in the line of duty.",,,35,0,1,
2018-09-24 04:00:05,Eyewatch - Knox Police Service Area,597550253628752_2091140214269741,https://www.facebook.com/597550253628752/posts/2091140214269741/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,4,0,1,
2018-09-24 04:00:05,Eyewatch - Whittlesea Police Service Area,283867745385161_540024476436152,https://www.facebook.com/283867745385161/posts/540024476436152/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,5,1,0,
2018-09-24 04:00:05,Eyewatch - Cardinia Police Service Area,1755954881336663_2093461177586030,https://www.facebook.com/1755954881336663/posts/2093461177586030/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,9,0,4,
2018-09-24 04:00:05,Eyewatch - Frankston Police Service Area,132629380243848_1084594115047365,https://www.facebook.com/132629380243848/posts/1084594115047365/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,6,0,0,
2018-09-24 04:00:05,Eyewatch - Melton Police Service Area,1248280898517925_2104565016222838,https://www.facebook.com/1248280898517925/posts/2104565016222838/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,7,0,2,
2018-09-24 04:00:06,Eyewatch - Brimbank Police Service Area,288990074502333_1916231011778223,https://www.facebook.com/288990074502333/posts/1916231011778223/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,6,0,1,
2018-09-24 04:00:07,Eyewatch - Greater Shepparton Police Service Area,349554451900294_882059835316417,https://www.facebook.com/349554451900294/posts/882059835316417/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,7,0,0,
2018-09-24 04:00:07,Eyewatch - Hobsons Bay Police Service Area,146118342176369_1831914633596723,https://www.facebook.com/146118342176369/posts/1831914633596723/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,1,0,0,
2018-09-24 04:00:08,Eyewatch - Geelong Police Service Area,118579511604215_1653332324795585,https://www.facebook.com/118579511604215/posts/1653332324795585/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,14,0,1,
2018-09-24 04:00:08,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1891310474293842,https://www.facebook.com/1091322447625986/posts/1891310474293842/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,17,0,1,
2018-09-24 04:00:09,Eyewatch - Wyndham Police Service Area,134404370080550_959353730918939,https://www.facebook.com/134404370080550/posts/959353730918939/,Photo,"The latest issue of Police Life is out now! In the spring edition, we remember our fallen colleagues who made the ultimate sacrifice, follow a day in the life of the police officers at Mallacoota Police Station and take a closer look into the Head to Head Walk, in direct support of police mental health. Read about these stories and more here  → https://bit.ly/2xkKGFS",,,11,0,1,
